date,year,month,crop_name,farm_price,retail_price_pettah,retail_price_dambulla,average_spread,spread_pct
2011-03-01,2011,3,Green Chilli,150.25,195.64,210.37,52.76,35.11478528134091
2011-04-01,2011,4,Green Chilli,157.58,191.43,208.14,42.2,26.78003123490847
2011-05-01,2011,5,Green Chilli,128.98,157.69,177.91,38.82,30.09766622913147
2011-06-01,2011,6,Green Chilli,128.76,166.58,176.8,42.93,33.34107382644157
2011-07-01,2011,7,Green Chilli,128.81,167.58,167.47,38.72,30.05975463104213
2011-08-01,2011,8,Green Chilli,152.49,199.12,210.35,52.24,34.257961664396575
2011-09-01,2011,9,Green Chilli,146.16,195.2,208.28,55.58,38.02679390613443
2011-10-01,2011,10,Green Chilli,121.65,147.57,154.27,29.27,24.060810472001258
2011-11-01,2011,11,Green Chilli,135.27,181.0,178.12,44.29,32.741899355437745
2011-12-01,2011,12,Green Chilli,131.84,163.26,183.35,41.46,31.44718488532699
2012-01-01,2012,1,Green Chilli,124.21,157.67,160.58,34.92,28.11365581381868
2012-02-01,2012,2,Green Chilli,162.9,214.73,218.67,53.8,33.02637628828957
2012-03-01,2012,3,Green Chilli,145.89,178.88,188.14,37.62,25.786533836086207
2012-04-01,2012,4,Green Chilli,146.28,181.01,198.5,43.47,29.716960816953225
2012-05-01,2012,5,Green Chilli,167.79,201.35,226.68,46.23,27.552281094057395
2012-06-01,2012,6,Green Chilli,133.88,180.92,192.33,52.74,39.3934572800588
2012-07-01,2012,7,Green Chilli,133.75,182.94,167.48,41.46,30.99810766496623
2012-08-01,2012,8,Green Chilli,151.14,184.62,192.49,37.42,24.75848566991818
2012-09-01,2012,9,Green Chilli,150.42,185.53,216.36,50.53,33.59258503351614
2012-10-01,2012,10,Green Chilli,138.98,180.27,191.92,47.12,33.90413447680639
2012-11-01,2012,11,Green Chilli,162.93,224.84,208.69,53.83,33.038708010367635
2012-12-01,2012,12,Green Chilli,115.82,161.98,154.37,42.36,36.573962550541744
2013-01-01,2013,1,Green Chilli,134.66,177.21,172.54,40.22,29.867793058225857
2013-02-01,2013,2,Green Chilli,154.07,213.37,198.51,51.87,33.66649336892752
2013-03-01,2013,3,Green Chilli,132.97,167.26,179.91,40.61,30.54070050334624
2013-04-01,2013,4,Green Chilli,153.75,200.64,202.32,47.73,31.04388224788146
2013-05-01,2013,5,Green Chilli,162.09,195.82,206.6,39.12,24.1347250695755
2013-06-01,2013,6,Green Chilli,178.36,243.4,245.32,66.0,37.003791767329126
2013-07-01,2013,7,Green Chilli,181.28,239.83,233.69,55.48,30.60457270268496
2013-08-01,2013,8,Green Chilli,168.64,207.92,212.91,41.78,24.774653240836553
2013-09-01,2013,9,Green Chilli,181.87,239.79,228.29,52.17,28.685308910040735
2013-10-01,2013,10,Green Chilli,180.69,230.13,254.68,61.72,34.15793117608546
2013-11-01,2013,11,Green Chilli,156.84,202.93,206.38,47.82,30.489651562323665
2013-12-01,2013,12,Green Chilli,132.37,173.32,189.51,49.04,37.047641423554104
2014-01-01,2014,1,Green Chilli,177.14,238.05,227.38,55.58,31.37629480845952
2014-02-01,2014,2,Green Chilli,200.42,250.92,278.53,64.3,32.08261047669371
2014-03-01,2014,3,Green Chilli,155.1,210.7,197.01,48.76,31.437761806729977
2014-04-01,2014,4,Green Chilli,190.1,257.76,260.53,69.04,36.31770840730752
2014-05-01,2014,5,Green Chilli,190.26,233.35,271.73,62.28,32.73413605900554
2014-06-01,2014,6,Green Chilli,161.35,218.79,202.59,49.34,30.5794666380746
2014-07-01,2014,7,Green Chilli,200.07,240.61,257.62,49.05,24.516406999346728
2014-08-01,2014,8,Green Chilli,199.36,264.81,254.39,60.24,30.216678262099585
2014-09-01,2014,9,Green Chilli,151.08,206.94,199.0,51.89,34.34601909847822
2014-10-01,2014,10,Green Chilli,138.2,176.29,181.94,40.92,29.609240514297753
2014-11-01,2014,11,Green Chilli,176.95,214.87,224.26,42.62,24.08588636005292
2014-12-01,2014,12,Green Chilli,140.65,169.54,190.24,39.24,27.899020334859344
2015-01-01,2015,1,Green Chilli,169.66,216.87,236.32,56.94,33.56122034585621
2015-02-01,2015,2,Green Chilli,205.36,260.49,280.46,65.11,31.705282574365707
2015-03-01,2015,3,Green Chilli,188.09,236.48,258.47,59.39,31.57529290483657
2015-04-01,2015,4,Green Chilli,238.62,321.84,336.08,90.34,37.85934210906793
2015-05-01,2015,5,Green Chilli,201.25,249.94,286.65,67.04,33.31178468979643
2015-06-01,2015,6,Green Chilli,242.76,321.28,342.63,89.2,36.74409427249371
2015-07-01,2015,7,Green Chilli,191.48,259.68,251.49,64.11,33.48128604486837
2015-08-01,2015,8,Green Chilli,193.64,259.33,248.79,60.42,31.20221483050257
2015-09-01,2015,9,Green Chilli,167.5,212.97,220.44,49.2,29.37311679216908
2015-10-01,2015,10,Green Chilli,161.34,210.65,203.57,45.77,28.368644868820585
2015-11-01,2015,11,Green Chilli,178.78,229.1,241.59,56.56,31.636630698830576
2015-12-01,2015,12,Green Chilli,185.59,227.69,247.03,51.77,27.894806888945045
2016-01-01,2016,1,Green Chilli,215.91,291.22,271.52,65.46,30.318174091902133
2016-02-01,2016,2,Green Chilli,181.77,226.4,247.13,54.99,30.25250027369738
2016-03-01,2016,3,Green Chilli,193.57,257.53,254.99,62.69,32.38620014144746
2016-04-01,2016,4,Green Chilli,155.08,194.07,204.9,44.4,28.630365856096297
2016-05-01,2016,5,Green Chilli,172.08,209.88,223.93,44.82,26.046009968613458
2016-06-01,2016,6,Green Chilli,153.18,205.99,209.62,54.62,35.65737324887501
2016-07-01,2016,7,Green Chilli,204.77,278.14,295.97,82.28,40.18164761359202
2016-08-01,2016,8,Green Chilli,243.76,294.38,330.2,68.53,28.113706878197046
2016-09-01,2016,9,Green Chilli,202.07,278.15,264.22,69.12,34.2059513010584
2016-10-01,2016,10,Green Chilli,179.19,231.16,244.5,58.64,32.72502219709683
2016-11-01,2016,11,Green Chilli,225.74,277.24,303.5,64.63,28.630269943178018
2016-12-01,2016,12,Green Chilli,239.29,290.3,332.15,71.94,30.0639265895246
2017-01-01,2017,1,Green Chilli,247.4,309.76,343.52,79.24,32.02908972146737
2017-02-01,2017,2,Green Chilli,189.83,240.99,258.05,59.69,31.44390694626405
2017-03-01,2017,3,Green Chilli,210.73,256.62,304.54,69.85,33.146664857084964
2017-04-01,2017,4,Green Chilli,253.55,326.71,354.97,87.29,34.4271211093981
2017-05-01,2017,5,Green Chilli,219.0,303.9,283.29,74.6,34.06391138634183
2017-06-01,2017,6,Green Chilli,201.66,257.02,279.96,66.83,33.13992207680151
2017-07-01,2017,7,Green Chilli,217.47,273.55,273.18,55.9,25.704683080570614
2017-08-01,2017,8,Green Chilli,220.61,278.97,290.5,64.12,29.064852425160954
2017-09-01,2017,9,Green Chilli,203.11,263.18,272.81,64.88,31.943266238360373
2017-10-01,2017,10,Green Chilli,200.7,254.36,286.93,69.95,34.85299708370848
2017-11-01,2017,11,Green Chilli,200.88,246.27,268.11,56.31,28.03164673852711
2017-12-01,2017,12,Green Chilli,167.18,210.66,214.2,45.25,27.066618574818413
2018-01-01,2018,1,Green Chilli,285.89,350.7,383.36,81.14,28.38153542217797
2018-02-01,2018,2,Green Chilli,205.12,280.5,295.56,82.91,40.42022210402588
2018-03-01,2018,3,Green Chilli,184.64,235.94,234.87,50.77,27.496735541196095
2018-04-01,2018,4,Green Chilli,218.88,288.48,277.67,64.2,29.331126950325775
2018-05-01,2018,5,Green Chilli,174.45,243.49,241.93,68.26,39.12866773937075
2018-06-01,2018,6,Green Chilli,189.64,251.33,269.17,70.61,37.23368633532676
2018-07-01,2018,7,Green Chilli,220.49,301.3,304.6,82.46,37.39850451335457
2018-08-01,2018,8,Green Chilli,244.45,341.35,341.48,96.97,39.6686276667508
2018-09-01,2018,9,Green Chilli,186.68,231.86,245.79,52.14,27.93013288507988
2018-10-01,2018,10,Green Chilli,203.42,271.29,286.21,75.33,37.03173875148031
2018-11-01,2018,11,Green Chilli,188.79,251.12,236.38,54.96,29.11169600524604
2018-12-01,2018,12,Green Chilli,279.99,369.81,397.23,103.53,36.97630737658225
2019-01-01,2019,1,Green Chilli,159.31,209.65,216.44,53.74,33.732952273584665
2019-02-01,2019,2,Green Chilli,229.97,299.92,329.79,84.89,36.91349440644675
2019-03-01,2019,3,Green Chilli,246.91,322.22,311.55,69.98,28.342299484711237
2019-04-01,2019,4,Green Chilli,266.61,365.43,374.83,103.52,38.82823643965476
2019-05-01,2019,5,Green Chilli,320.01,399.65,429.36,94.5,29.53031794933973
2019-06-01,2019,6,Green Chilli,245.95,309.32,339.77,78.6,31.957701989143324
2019-07-01,2019,7,Green Chilli,273.46,359.64,342.02,77.37,28.292975830843336
2019-08-01,2019,8,Green Chilli,217.21,268.85,279.7,57.06,26.26949667625953
2019-09-01,2019,9,Green Chilli,270.61,375.96,384.73,109.73,40.54911475957475
2019-10-01,2019,10,Green Chilli,271.73,368.69,358.49,91.86,33.80560342781311
2019-11-01,2019,11,Green Chilli,188.42,256.62,249.22,64.5,34.2320166479054
2019-12-01,2019,12,Green Chilli,257.99,344.28,369.53,98.91,38.33868043773773
2020-01-01,2020,1,Green Chilli,256.44,308.43,368.34,81.94,31.95288100417993
2020-02-01,2020,2,Green Chilli,217.68,261.56,313.93,70.06,32.1848437225084
2020-03-01,2020,3,Green Chilli,311.36,405.82,422.57,102.83,33.02606852965425
2020-04-01,2020,4,Green Chilli,205.02,278.83,266.52,67.65,32.99676470746039
2020-05-01,2020,5,Green Chilli,320.38,397.29,419.0,87.77,27.39558418266303
2020-06-01,2020,6,Green Chilli,224.95,308.69,288.44,73.62,32.72725817859161
2020-07-01,2020,7,Green Chilli,212.57,290.85,299.14,82.43,38.77779612466664
2020-08-01,2020,8,Green Chilli,220.84,294.16,301.95,77.22,34.96647574421493
2020-09-01,2020,9,Green Chilli,188.29,248.78,259.55,65.88,34.988562861244425
2020-10-01,2020,10,Green Chilli,229.92,312.94,296.43,74.77,32.51999281489526
2020-11-01,2020,11,Green Chilli,219.7,305.14,275.92,70.83,32.239402713062034
2020-12-01,2020,12,Green Chilli,331.89,450.94,466.92,127.04,38.27773109231038
2021-01-01,2021,1,Green Chilli,221.95,310.27,289.04,77.71,35.012374403075285
2021-02-01,2021,2,Green Chilli,316.64,399.6,405.61,85.97,27.15069885336697
2021-03-01,2021,3,Green Chilli,186.33,250.61,239.19,58.57,31.433461367755395
2021-04-01,2021,4,Green Chilli,393.98,510.63,510.28,116.47,29.562406832223253
2021-05-01,2021,5,Green Chilli,216.64,265.28,312.75,72.38,33.41025045686371
2021-06-01,2021,6,Green Chilli,291.51,350.59,376.54,72.06,24.71955517150178
2021-07-01,2021,7,Green Chilli,345.53,456.05,467.88,116.44,33.69894547537248
2021-08-01,2021,8,Green Chilli,239.34,315.68,316.21,76.6,32.00466616333827
2021-09-01,2021,9,Green Chilli,311.09,391.72,433.24,101.39,32.591843970605304
2021-10-01,2021,10,Green Chilli,313.1,390.37,406.13,85.15,27.195775408567425
2021-11-01,2021,11,Green Chilli,212.12,262.29,292.92,65.49,30.87401901092824
2021-12-01,2021,12,Green Chilli,265.29,342.43,355.75,83.8,31.588061522084693
2022-01-01,2022,1,Green Chilli,240.17,297.98,324.09,70.87,29.508252692570807
2022-02-01,2022,2,Green Chilli,325.01,425.9,437.35,106.62,32.80513436351671
2022-03-01,2022,3,Green Chilli,301.98,393.79,435.5,112.66,37.307094076728895
2022-04-01,2022,4,Green Chilli,318.74,386.72,450.82,100.03,31.382935501369296
2022-05-01,2022,5,Green Chilli,270.17,339.99,343.13,71.39,26.42409356179681
2022-06-01,2022,6,Green Chilli,244.92,295.14,316.63,60.96,24.889749759207188
2022-07-01,2022,7,Green Chilli,357.43,447.79,486.15,109.54,30.64655159148601
2022-08-01,2022,8,Green Chilli,246.69,338.84,356.73,101.1,40.98259314013817
2022-09-01,2022,9,Green Chilli,243.14,332.49,328.44,87.33,35.91756357754233
2022-10-01,2022,10,Green Chilli,278.59,335.58,397.84,88.12,31.630700444847115
2022-11-01,2022,11,Green Chilli,187.48,239.69,251.39,58.06,30.96862013621713
2022-12-01,2022,12,Green Chilli,253.11,328.84,349.59,86.1,34.01681718746111
2023-01-01,2023,1,Green Chilli,254.27,337.06,343.29,85.9,33.78297330279887
2023-02-01,2023,2,Green Chilli,353.36,459.04,462.71,107.51,30.425053649237704
2023-03-01,2023,3,Green Chilli,280.83,338.21,385.95,81.25,28.932083847137473
2023-04-01,2023,4,Green Chilli,428.26,546.26,594.04,141.89,33.13173466311711
2023-05-01,2023,5,Green Chilli,245.57,311.67,320.23,70.38,28.65984091711491
2023-06-01,2023,6,Green Chilli,275.19,373.75,369.07,96.22,34.964920613059846
2023-07-01,2023,7,Green Chilli,244.68,299.62,325.33,67.79,27.705563304903013
2023-08-01,2023,8,Green Chilli,296.61,410.7,383.47,100.48,33.87612222240578
2023-09-01,2023,9,Green Chilli,317.32,394.78,447.41,103.78,32.70514537213369
2023-10-01,2023,10,Green Chilli,259.03,345.27,373.6,100.41,38.76383478213536
2023-11-01,2023,11,Green Chilli,313.23,389.26,451.88,107.34,34.268737263755945
2023-12-01,2023,12,Green Chilli,249.94,348.1,333.21,90.72,36.296696688526566
2024-01-01,2024,1,Green Chilli,315.42,423.09,456.69,124.47,39.461657643251016
2024-02-01,2024,2,Green Chilli,462.31,601.65,599.37,138.2,29.89335513111221
2024-03-01,2024,3,Green Chilli,239.98,310.53,316.83,73.7,30.71087977711485
2024-04-01,2024,4,Green Chilli,267.75,369.71,373.18,103.7,38.73014426511886
2024-05-01,2024,5,Green Chilli,240.28,331.74,313.24,82.21,34.214235802299065
2024-06-01,2024,6,Green Chilli,278.61,382.12,396.59,110.74,39.74730277186649
2024-07-01,2024,7,Green Chilli,255.97,312.71,358.32,79.54,31.07394183930076
2024-08-01,2024,8,Green Chilli,308.01,394.13,425.55,101.83,33.060604181486255
2024-09-01,2024,9,Green Chilli,304.11,419.66,404.89,108.16,35.56606636872633
2024-10-01,2024,10,Green Chilli,390.74,513.7,535.7,133.96,34.28365811443464
2024-11-01,2024,11,Green Chilli,335.75,416.66,467.98,106.57,31.74086917621171
2024-12-01,2024,12,Green Chilli,339.65,448.11,485.82,127.32,37.48563595299987
2025-01-01,2025,1,Green Chilli,388.71,526.23,536.63,142.72,36.71630863206282
2025-02-01,2025,2,Green Chilli,363.04,445.86,478.53,99.15,27.311032582902
2025-03-01,2025,3,Green Chilli,266.35,351.19,336.82,77.65,29.153358680924097
2025-04-01,2025,4,Green Chilli,453.73,604.77,569.83,133.57,29.438205664556964
2025-05-01,2025,5,Green Chilli,349.31,434.61,478.24,107.12,30.66616167124856
2025-06-01,2025,6,Green Chilli,343.79,437.87,457.43,103.86,30.210294013701965
2025-07-01,2025,7,Green Chilli,377.56,502.93,527.72,137.77,36.48955490794711
2025-08-01,2025,8,Green Chilli,222.39,287.54,282.33,62.55,28.12625202290929
2000-01-01,2000,1,Lime,83.0,107.15,111.53,26.34,31.734901524215033
2000-02-01,2000,2,Lime,81.05,106.63,101.65,23.09,28.488552142440295
2000-03-01,2000,3,Lime,74.42,92.6,98.47,21.11,28.36599252083778
2000-04-01,2000,4,Lime,92.54,124.27,127.37,33.28,35.96278802378644
2000-05-01,2000,5,Lime,86.74,108.95,122.89,29.18,33.6407267227038
2000-06-01,2000,6,Lime,85.14,115.39,111.56,28.34,33.28631279502843
2000-07-01,2000,7,Lime,77.39,103.84,102.65,25.86,33.41512674101726
2000-08-01,2000,8,Lime,74.65,90.25,105.41,23.18,31.051532415897633
2000-09-01,2000,9,Lime,77.46,94.3,98.67,19.03,24.567487002986056
2000-10-01,2000,10,Lime,79.68,109.56,109.97,30.08,37.75095663785562
2000-11-01,2000,11,Lime,74.19,94.35,98.87,22.42,30.219665427058327
2000-12-01,2000,12,Lime,85.7,109.9,109.13,23.82,27.79460000630104
2001-01-01,2001,1,Lime,89.98,108.67,125.27,26.99,29.995521231916833
2001-02-01,2001,2,Lime,82.0,98.66,115.6,25.13,30.646304089873063
2001-03-01,2001,3,Lime,99.93,139.77,135.89,37.9,37.92651063093101
2001-04-01,2001,4,Lime,90.83,122.39,123.42,32.08,35.31868840835802
2001-05-01,2001,5,Lime,89.8,122.06,116.06,29.26,32.58348264645585
2001-06-01,2001,6,Lime,82.02,104.75,111.33,26.02,31.723931085185217
2001-07-01,2001,7,Lime,92.79,128.07,134.21,38.35,41.32984014458439
2001-08-01,2001,8,Lime,87.27,121.72,124.76,35.97,41.2168657993975
2001-09-01,2001,9,Lime,79.2,105.57,103.07,25.12,31.717131670288296
2001-10-01,2001,10,Lime,72.52,100.46,97.45,26.44,36.4588576132686
2001-11-01,2001,11,Lime,77.81,98.33,109.85,26.28,33.77453569652269
2001-12-01,2001,12,Lime,81.44,109.35,103.4,24.94,30.62373449934369
2002-01-01,2002,1,Lime,89.39,111.52,115.1,23.92,26.759115383023403
2002-02-01,2002,2,Lime,97.72,125.66,126.47,28.34,29.001198320509292
2002-03-01,2002,3,Lime,87.93,110.63,126.16,30.46,34.64115246087517
2002-04-01,2002,4,Lime,86.74,114.5,116.46,28.74,33.13346422242999
2002-05-01,2002,5,Lime,87.38,118.37,118.64,31.13,35.6259606020135
2002-06-01,2002,6,Lime,96.29,125.49,135.55,34.23,35.548825891758334
2002-07-01,2002,7,Lime,82.52,104.97,119.43,29.68,35.966994707956005
2002-08-01,2002,8,Lime,84.62,102.9,120.17,26.92,31.8127726154897
2002-09-01,2002,9,Lime,95.81,115.84,135.03,29.62,30.915321036091186
2002-10-01,2002,10,Lime,97.34,123.24,139.69,34.12,35.052357661436545
2002-11-01,2002,11,Lime,88.99,114.15,119.74,27.96,31.419225284610313
2002-12-01,2002,12,Lime,89.46,108.8,126.29,28.09,31.39947306117476
2003-01-01,2003,1,Lime,97.21,130.98,129.71,33.14,34.091107816986096
2003-02-01,2003,2,Lime,87.26,109.61,112.85,23.97,27.469599507678765
2003-03-01,2003,3,Lime,108.69,149.74,152.85,42.6,39.194002029623675
2003-04-01,2003,4,Lime,108.13,134.78,140.41,29.47,27.254205813182452
2003-05-01,2003,5,Lime,101.55,125.15,134.72,28.39,27.95664406041944
2003-06-01,2003,6,Lime,88.78,116.74,114.3,26.74,30.119362334577225
2003-07-01,2003,7,Lime,99.91,122.91,144.1,33.6,33.63023357998841
2003-08-01,2003,8,Lime,100.55,137.94,139.78,38.31,38.100409646534416
2003-09-01,2003,9,Lime,93.95,124.25,123.49,29.92,31.84669308494616
2003-10-01,2003,10,Lime,78.99,105.01,102.86,24.95,31.586236756251733
2003-11-01,2003,11,Lime,88.54,117.11,111.28,25.65,28.96992436195576
2003-12-01,2003,12,Lime,99.88,137.26,133.66,35.58,35.62271163124586
2004-01-01,2004,1,Lime,96.38,131.34,136.56,37.57,38.9810759690019
2004-02-01,2004,2,Lime,109.78,150.29,158.7,44.71,40.72687126355323
2004-03-01,2004,3,Lime,107.84,131.0,155.24,35.28,32.715103194451785
2004-04-01,2004,4,Lime,106.05,137.94,148.09,36.97,34.86088179077625
2004-05-01,2004,5,Lime,108.41,137.61,142.62,31.71,29.25004220086505
2004-06-01,2004,6,Lime,105.72,135.89,135.2,29.82,28.206556747486992
2004-07-01,2004,7,Lime,109.77,137.08,148.44,32.99,30.0537213685694
2004-08-01,2004,8,Lime,107.04,146.3,147.82,40.02,37.38785744781629
2004-09-01,2004,9,Lime,104.67,141.62,149.14,40.71,38.893628648487
2004-10-01,2004,10,Lime,101.93,123.19,139.89,29.61,29.049319092201415
2004-11-01,2004,11,Lime,95.23,117.0,128.44,27.49,28.866923378217596
2004-12-01,2004,12,Lime,96.09,128.97,131.52,34.16,35.54996820692246
2005-01-01,2005,1,Lime,125.73,164.08,168.01,40.32,32.0686931768924
2005-02-01,2005,2,Lime,111.45,138.89,151.29,33.64,30.183911903174604
2005-03-01,2005,3,Lime,114.43,159.28,151.39,40.9,35.74234401612862
2005-04-01,2005,4,Lime,101.59,136.08,139.35,36.12,35.55464558062252
2005-05-01,2005,5,Lime,119.83,155.91,173.21,44.73,37.32785001431193
2005-06-01,2005,6,Lime,105.16,141.33,133.34,32.18,30.60095986976049
2005-07-01,2005,7,Lime,108.97,136.51,143.45,31.01,28.457347474215407
2005-08-01,2005,8,Lime,92.84,121.06,133.25,34.32,36.966784826815136
2005-09-01,2005,9,Lime,111.44,147.45,140.0,32.28,28.9662338781103
2005-10-01,2005,10,Lime,121.1,161.25,171.96,45.51,37.58048094097362
2005-11-01,2005,11,Lime,105.65,143.4,145.48,38.79,36.71553552717886
2005-12-01,2005,12,Lime,117.23,161.4,152.18,39.56,33.74559946634866
2006-01-01,2006,1,Lime,114.25,159.02,157.05,43.79,38.32819402346256
2006-02-01,2006,2,Lime,125.7,155.21,169.52,36.67,29.17261004565629
2006-03-01,2006,3,Lime,109.4,133.02,157.72,35.97,32.879311810501086
2006-04-01,2006,4,Lime,116.59,146.52,152.25,32.8,28.132748835450005
2006-05-01,2006,5,Lime,129.97,170.88,163.2,37.07,28.521944662657027
2006-06-01,2006,6,Lime,127.93,171.9,171.1,43.57,34.057661175907775
2006-07-01,2006,7,Lime,120.29,165.41,163.07,43.95,36.536672594004
2006-08-01,2006,8,Lime,112.88,136.77,145.14,28.08,24.87595244866013
2006-09-01,2006,9,Lime,105.43,128.47,141.08,29.34,27.82886481185164
2006-10-01,2006,10,Lime,125.18,159.91,157.94,33.74,26.95316587860211
2006-11-01,2006,11,Lime,111.94,154.57,142.44,36.56,32.66032458430893
2006-12-01,2006,12,Lime,120.67,168.43,161.45,44.27,36.68680145288684
2007-01-01,2007,1,Lime,143.16,191.53,200.49,52.85,36.9167107315516
2007-02-01,2007,2,Lime,136.53,188.15,183.91,49.5,36.255741407938615
2007-03-01,2007,3,Lime,123.87,172.1,158.7,41.53,33.52705778069122
2007-04-01,2007,4,Lime,116.82,147.8,146.54,30.35,25.980118147476333
2007-05-01,2007,5,Lime,125.47,164.74,164.03,38.92,31.01934245688814
2007-06-01,2007,6,Lime,139.43,167.58,192.92,40.82,29.27631838462427
2007-07-01,2007,7,Lime,144.08,172.97,188.85,36.83,25.56216993186429
2007-08-01,2007,8,Lime,119.41,163.38,154.59,39.58,33.146274896344615
2007-09-01,2007,9,Lime,105.96,133.23,143.43,32.37,30.54923504224703
2007-10-01,2007,10,Lime,117.68,142.38,166.26,36.64,31.13525566344692
2007-11-01,2007,11,Lime,127.27,160.79,164.14,35.19,27.64985648632318
2007-12-01,2007,12,Lime,120.6,167.43,165.62,45.93,38.08454553520271
2008-01-01,2008,1,Lime,136.04,178.55,184.5,45.49,33.438669921589295
2008-02-01,2008,2,Lime,152.95,202.08,219.77,57.98,37.907788226356175
2008-03-01,2008,3,Lime,147.14,199.4,196.09,50.61,34.395790134708356
2008-04-01,2008,4,Lime,147.5,201.26,200.12,53.19,36.060992501022035
2008-05-01,2008,5,Lime,125.02,168.44,172.21,45.31,36.242172258700805
2008-06-01,2008,6,Lime,147.92,205.63,193.69,51.74,34.97834303789681
2008-07-01,2008,7,Lime,126.57,171.07,183.4,50.67,40.03315158951443
2008-08-01,2008,8,Lime,102.44,133.97,148.23,38.66,37.73912754868454
2008-09-01,2008,9,Lime,117.4,145.67,166.95,38.91,33.14307228017693
2008-10-01,2008,10,Lime,121.84,166.51,154.7,38.76,31.81218662821189
2008-11-01,2008,11,Lime,132.57,178.19,181.61,47.33,35.701866408790515
2008-12-01,2008,12,Lime,125.38,156.65,168.8,37.35,29.789416342784865
2009-01-01,2009,1,Lime,170.55,228.48,233.13,60.25,35.32686289835068
2009-02-01,2009,2,Lime,169.98,215.34,243.24,59.31,34.89231974801756
2009-03-01,2009,3,Lime,143.08,185.78,191.92,45.77,31.989074651191885
2009-04-01,2009,4,Lime,142.88,197.82,185.73,48.9,34.22450012283026
2009-05-01,2009,5,Lime,141.7,174.92,199.86,45.69,32.24415508528223
2009-06-01,2009,6,Lime,139.33,170.65,196.54,44.26,31.76628739949228
2009-07-01,2009,7,Lime,155.97,213.75,214.72,58.26,37.35331323118982
2009-08-01,2009,8,Lime,127.54,174.5,166.85,43.13,33.81681526045534
2009-09-01,2009,9,Lime,127.48,160.93,170.85,38.41,30.130192869318424
2009-10-01,2009,10,Lime,137.07,176.63,175.31,38.9,28.379639323236795
2009-11-01,2009,11,Lime,112.93,155.57,149.72,39.71,35.16334440507889
2009-12-01,2009,12,Lime,141.74,185.87,194.39,48.39,34.139950515062424
2010-01-01,2010,1,Lime,147.17,181.53,204.56,45.88,31.174810644281685
2010-02-01,2010,2,Lime,129.96,164.83,187.34,46.12,35.48781510632878
2010-03-01,2010,3,Lime,148.5,201.24,196.85,50.54,34.03364711538915
2010-04-01,2010,4,Lime,128.37,174.77,163.77,40.9,31.861001899975143
2010-05-01,2010,5,Lime,151.05,199.95,192.03,44.94,29.751718138551375
2010-06-01,2010,6,Lime,153.29,209.9,211.27,57.3,37.3801047817178
2010-07-01,2010,7,Lime,164.67,228.85,210.81,55.16,33.497277283489844
2010-08-01,2010,8,Lime,147.55,177.97,206.54,44.7,30.294794784957784
2010-09-01,2010,9,Lime,136.42,190.48,185.9,51.77,37.94895327008264
2010-10-01,2010,10,Lime,165.18,228.38,214.85,56.43,34.162710883453876
2010-11-01,2010,11,Lime,139.78,178.19,181.35,39.99,28.60922262897222
2010-12-01,2010,12,Lime,162.26,212.44,213.62,50.77,31.289269512344692
2011-01-01,2011,1,Lime,185.45,225.47,233.33,43.95,23.699097493072266
2011-02-01,2011,2,Lime,176.58,229.38,233.57,54.89,31.085042991820703
2011-03-01,2011,3,Lime,173.25,212.22,237.19,51.46,29.702724558311942
2011-04-01,2011,4,Lime,137.65,169.86,172.35,33.46,24.30800994695972
2011-05-01,2011,5,Lime,179.31,222.37,239.63,51.69,28.827154744768972
2011-06-01,2011,6,Lime,188.19,249.26,267.77,70.32,37.36647145625619
2011-07-01,2011,7,Lime,183.96,242.25,262.47,68.4,37.181975874116176
2011-08-01,2011,8,Lime,156.08,215.92,209.29,56.52,36.21217567133798
2011-09-01,2011,9,Lime,166.15,209.62,207.75,42.54,25.603355038606654
2011-10-01,2011,10,Lime,148.91,205.63,196.7,52.26,35.095000271976176
2011-11-01,2011,11,Lime,183.31,222.75,243.79,49.96,27.254362961997185
2011-12-01,2011,12,Lime,139.76,190.65,176.89,44.01,31.48967409153256
2012-01-01,2012,1,Lime,176.41,241.85,228.79,58.91,33.393779607856914
2012-02-01,2012,2,Lime,193.1,255.7,269.54,69.52,36.00205282130874
2012-03-01,2012,3,Lime,191.56,268.13,269.12,77.06,40.2275839279683
2012-04-01,2012,4,Lime,147.38,199.66,203.47,54.18,36.762086604636586
2012-05-01,2012,5,Lime,174.61,220.39,234.69,52.93,30.31325221164182
2012-06-01,2012,6,Lime,166.72,210.3,220.66,48.76,29.24662353249548
2012-07-01,2012,7,Lime,188.86,231.73,236.67,45.34,24.00718838971281
2012-08-01,2012,8,Lime,138.41,183.35,199.14,52.83,38.169179850314386
2012-09-01,2012,9,Lime,167.43,218.91,212.39,48.22,28.800078361059327
2012-10-01,2012,10,Lime,148.28,207.32,206.9,58.83,39.67491254726696
2012-11-01,2012,11,Lime,167.89,211.91,221.74,48.94,29.150021353254303
2012-12-01,2012,12,Lime,132.92,171.98,190.62,48.38,36.397805899935385
2013-01-01,2013,1,Lime,215.87,293.71,298.88,80.42,37.25388555432178
2013-02-01,2013,2,Lime,166.46,223.67,212.97,51.86,31.15461302738614
2013-03-01,2013,3,Lime,219.38,284.97,291.58,68.9,31.406677269269185
2013-04-01,2013,4,Lime,223.91,288.16,317.48,78.91,35.24182249929771
2013-05-01,2013,5,Lime,163.34,210.69,224.33,54.17,33.16393218811547
